subject	session	task	run	trial_number	events_tsv
monkeyb	day203	pressing	02	76	sub-monkeyb/ses-day203/ieeg/sub-monkeyb_ses-day203_task-pressing_run-02_events.tsv
monkeyb	day209	sep	01	224	sub-monkeyb/ses-day209/ieeg/sub-monkeyb_ses-day209_task-sep_run-01_events.tsv
monkeyb	day209	sep	02	228	sub-monkeyb/ses-day209/ieeg/sub-monkeyb_ses-day209_task-sep_run-02_events.tsv
monkeyb	day217	listening	01	40	sub-monkeyb/ses-day217/ieeg/sub-monkeyb_ses-day217_task-listening_run-01_events.tsv
monkeyb	day217	listening	02	40	sub-monkeyb/ses-day217/ieeg/sub-monkeyb_ses-day217_task-listening_run-02_events.tsv
monkeyb	day217	listening	03	40	sub-monkeyb/ses-day217/ieeg/sub-monkeyb_ses-day217_task-listening_run-03_events.tsv
monkeyb	day217	listening	04	40	sub-monkeyb/ses-day217/ieeg/sub-monkeyb_ses-day217_task-listening_run-04_events.tsv
monkeyb	day231	listening	01	40	sub-monkeyb/ses-day231/ieeg/sub-monkeyb_ses-day231_task-listening_run-01_events.tsv
monkeyb	day231	listening	02	40	sub-monkeyb/ses-day231/ieeg/sub-monkeyb_ses-day231_task-listening_run-02_events.tsv
monkeyb	day231	listening	03	40	sub-monkeyb/ses-day231/ieeg/sub-monkeyb_ses-day231_task-listening_run-03_events.tsv
monkeyb	day231	listening	04	40	sub-monkeyb/ses-day231/ieeg/sub-monkeyb_ses-day231_task-listening_run-04_events.tsv
monkeyb	day238	listening	01	40	sub-monkeyb/ses-day238/ieeg/sub-monkeyb_ses-day238_task-listening_run-01_events.tsv
monkeyb	day238	listening	02	40	sub-monkeyb/ses-day238/ieeg/sub-monkeyb_ses-day238_task-listening_run-02_events.tsv
monkeyb	day238	listening	03	40	sub-monkeyb/ses-day238/ieeg/sub-monkeyb_ses-day238_task-listening_run-03_events.tsv
monkeyb	day24	listening	01	30	sub-monkeyb/ses-day24/ieeg/sub-monkeyb_ses-day24_task-listening_run-01_events.tsv
monkeyb	day24	listening	02	30	sub-monkeyb/ses-day24/ieeg/sub-monkeyb_ses-day24_task-listening_run-02_events.tsv
monkeyb	day24	listening	03	30	sub-monkeyb/ses-day24/ieeg/sub-monkeyb_ses-day24_task-listening_run-03_events.tsv
monkeyb	day24	listening	04	30	sub-monkeyb/ses-day24/ieeg/sub-monkeyb_ses-day24_task-listening_run-04_events.tsv
monkeyb	day24	pressing	01	21	sub-monkeyb/ses-day24/ieeg/sub-monkeyb_ses-day24_task-pressing_run-01_events.tsv
monkeyb	day24	pressing	02	12	sub-monkeyb/ses-day24/ieeg/sub-monkeyb_ses-day24_task-pressing_run-02_events.tsv
monkeyb	day24	pressing	03	91	sub-monkeyb/ses-day24/ieeg/sub-monkeyb_ses-day24_task-pressing_run-03_events.tsv
monkeyb	day251	listening	01	40	sub-monkeyb/ses-day251/ieeg/sub-monkeyb_ses-day251_task-listening_run-01_events.tsv
monkeyb	day251	listening	02	40	sub-monkeyb/ses-day251/ieeg/sub-monkeyb_ses-day251_task-listening_run-02_events.tsv
monkeyb	day251	listening	03	40	sub-monkeyb/ses-day251/ieeg/sub-monkeyb_ses-day251_task-listening_run-03_events.tsv
monkeyb	day251	listening	04	40	sub-monkeyb/ses-day251/ieeg/sub-monkeyb_ses-day251_task-listening_run-04_events.tsv
monkeyb	day265	listening	01	40	sub-monkeyb/ses-day265/ieeg/sub-monkeyb_ses-day265_task-listening_run-01_events.tsv
monkeyb	day265	listening	02	40	sub-monkeyb/ses-day265/ieeg/sub-monkeyb_ses-day265_task-listening_run-02_events.tsv
monkeyb	day265	listening	03	40	sub-monkeyb/ses-day265/ieeg/sub-monkeyb_ses-day265_task-listening_run-03_events.tsv
monkeyb	day265	listening	04	40	sub-monkeyb/ses-day265/ieeg/sub-monkeyb_ses-day265_task-listening_run-04_events.tsv
monkeyb	day275	sep	01	234	sub-monkeyb/ses-day275/ieeg/sub-monkeyb_ses-day275_task-sep_run-01_events.tsv
monkeyb	day275	sep	02	231	sub-monkeyb/ses-day275/ieeg/sub-monkeyb_ses-day275_task-sep_run-02_events.tsv
monkeyb	day29	reaching	01	32	sub-monkeyb/ses-day29/ieeg/sub-monkeyb_ses-day29_task-reaching_run-01_events.tsv
monkeyb	day29	reaching	02	37	sub-monkeyb/ses-day29/ieeg/sub-monkeyb_ses-day29_task-reaching_run-02_events.tsv
monkeyb	day29	sep	01	391	sub-monkeyb/ses-day29/ieeg/sub-monkeyb_ses-day29_task-sep_run-01_events.tsv
monkeyb	day29	sep	02	491	sub-monkeyb/ses-day29/ieeg/sub-monkeyb_ses-day29_task-sep_run-02_events.tsv
monkeyb	day29	sep	03	239	sub-monkeyb/ses-day29/ieeg/sub-monkeyb_ses-day29_task-sep_run-03_events.tsv
monkeyb	day29	sep	04	279	sub-monkeyb/ses-day29/ieeg/sub-monkeyb_ses-day29_task-sep_run-04_events.tsv
monkeyb	day318	sep	01	220	sub-monkeyb/ses-day318/ieeg/sub-monkeyb_ses-day318_task-sep_run-01_events.tsv
monkeyb	day318	sep	02	221	sub-monkeyb/ses-day318/ieeg/sub-monkeyb_ses-day318_task-sep_run-02_events.tsv
monkeyb	day336	listening	01	40	sub-monkeyb/ses-day336/ieeg/sub-monkeyb_ses-day336_task-listening_run-01_events.tsv
monkeyb	day336	listening	02	40	sub-monkeyb/ses-day336/ieeg/sub-monkeyb_ses-day336_task-listening_run-02_events.tsv
monkeyb	day336	listening	03	40	sub-monkeyb/ses-day336/ieeg/sub-monkeyb_ses-day336_task-listening_run-03_events.tsv
monkeyb	day336	listening	04	40	sub-monkeyb/ses-day336/ieeg/sub-monkeyb_ses-day336_task-listening_run-04_events.tsv
monkeyb	day343	reaching	01	36	sub-monkeyb/ses-day343/ieeg/sub-monkeyb_ses-day343_task-reaching_run-01_events.tsv
monkeyb	day343	reaching	02	49	sub-monkeyb/ses-day343/ieeg/sub-monkeyb_ses-day343_task-reaching_run-02_events.tsv
monkeyb	day350	listening	01	40	sub-monkeyb/ses-day350/ieeg/sub-monkeyb_ses-day350_task-listening_run-01_events.tsv
monkeyb	day350	listening	02	40	sub-monkeyb/ses-day350/ieeg/sub-monkeyb_ses-day350_task-listening_run-02_events.tsv
monkeyb	day350	listening	03	40	sub-monkeyb/ses-day350/ieeg/sub-monkeyb_ses-day350_task-listening_run-03_events.tsv
monkeyb	day350	listening	04	40	sub-monkeyb/ses-day350/ieeg/sub-monkeyb_ses-day350_task-listening_run-04_events.tsv
monkeyb	day350	reaching	01	56	sub-monkeyb/ses-day350/ieeg/sub-monkeyb_ses-day350_task-reaching_run-01_events.tsv
monkeyb	day350	reaching	02	52	sub-monkeyb/ses-day350/ieeg/sub-monkeyb_ses-day350_task-reaching_run-02_events.tsv
monkeyb	day351	sep	01	223	sub-monkeyb/ses-day351/ieeg/sub-monkeyb_ses-day351_task-sep_run-01_events.tsv
monkeyb	day351	sep	02	221	sub-monkeyb/ses-day351/ieeg/sub-monkeyb_ses-day351_task-sep_run-02_events.tsv
monkeyb	day359	reaching	01	54	sub-monkeyb/ses-day359/ieeg/sub-monkeyb_ses-day359_task-reaching_run-01_events.tsv
monkeyb	day359	reaching	02	60	sub-monkeyb/ses-day359/ieeg/sub-monkeyb_ses-day359_task-reaching_run-02_events.tsv
monkeyb	day36	listening	01	40	sub-monkeyb/ses-day36/ieeg/sub-monkeyb_ses-day36_task-listening_run-01_events.tsv
monkeyb	day36	listening	02	40	sub-monkeyb/ses-day36/ieeg/sub-monkeyb_ses-day36_task-listening_run-02_events.tsv
monkeyb	day36	listening	03	38	sub-monkeyb/ses-day36/ieeg/sub-monkeyb_ses-day36_task-listening_run-03_events.tsv
monkeyb	day36	listening	04	40	sub-monkeyb/ses-day36/ieeg/sub-monkeyb_ses-day36_task-listening_run-04_events.tsv
monkeyb	day363	listening	01	40	sub-monkeyb/ses-day363/ieeg/sub-monkeyb_ses-day363_task-listening_run-01_events.tsv
monkeyb	day363	listening	02	40	sub-monkeyb/ses-day363/ieeg/sub-monkeyb_ses-day363_task-listening_run-02_events.tsv
monkeyb	day363	listening	03	40	sub-monkeyb/ses-day363/ieeg/sub-monkeyb_ses-day363_task-listening_run-03_events.tsv
monkeyb	day363	listening	04	40	sub-monkeyb/ses-day363/ieeg/sub-monkeyb_ses-day363_task-listening_run-04_events.tsv
monkeyb	day366	reaching	01	58	sub-monkeyb/ses-day366/ieeg/sub-monkeyb_ses-day366_task-reaching_run-01_events.tsv
monkeyb	day366	reaching	02	61	sub-monkeyb/ses-day366/ieeg/sub-monkeyb_ses-day366_task-reaching_run-02_events.tsv
monkeyb	day373	reaching	01	59	sub-monkeyb/ses-day373/ieeg/sub-monkeyb_ses-day373_task-reaching_run-01_events.tsv
monkeyb	day373	reaching	02	61	sub-monkeyb/ses-day373/ieeg/sub-monkeyb_ses-day373_task-reaching_run-02_events.tsv
monkeyb	day377	listening	01	40	sub-monkeyb/ses-day377/ieeg/sub-monkeyb_ses-day377_task-listening_run-01_events.tsv
monkeyb	day377	listening	02	40	sub-monkeyb/ses-day377/ieeg/sub-monkeyb_ses-day377_task-listening_run-02_events.tsv
monkeyb	day377	listening	03	40	sub-monkeyb/ses-day377/ieeg/sub-monkeyb_ses-day377_task-listening_run-03_events.tsv
monkeyb	day377	listening	04	40	sub-monkeyb/ses-day377/ieeg/sub-monkeyb_ses-day377_task-listening_run-04_events.tsv
monkeyb	day380	reaching	01	64	sub-monkeyb/ses-day380/ieeg/sub-monkeyb_ses-day380_task-reaching_run-01_events.tsv
monkeyb	day380	reaching	02	65	sub-monkeyb/ses-day380/ieeg/sub-monkeyb_ses-day380_task-reaching_run-02_events.tsv
monkeyb	day384	reaching	01	54	sub-monkeyb/ses-day384/ieeg/sub-monkeyb_ses-day384_task-reaching_run-01_events.tsv
monkeyb	day384	reaching	02	65	sub-monkeyb/ses-day384/ieeg/sub-monkeyb_ses-day384_task-reaching_run-02_events.tsv
monkeyb	day387	sep	01	224	sub-monkeyb/ses-day387/ieeg/sub-monkeyb_ses-day387_task-sep_run-01_events.tsv
monkeyb	day387	sep	02	220	sub-monkeyb/ses-day387/ieeg/sub-monkeyb_ses-day387_task-sep_run-02_events.tsv
monkeyb	day392	listening	01	40	sub-monkeyb/ses-day392/ieeg/sub-monkeyb_ses-day392_task-listening_run-01_events.tsv
monkeyb	day392	listening	02	40	sub-monkeyb/ses-day392/ieeg/sub-monkeyb_ses-day392_task-listening_run-02_events.tsv
monkeyb	day392	listening	03	40	sub-monkeyb/ses-day392/ieeg/sub-monkeyb_ses-day392_task-listening_run-03_events.tsv
monkeyb	day392	listening	04	40	sub-monkeyb/ses-day392/ieeg/sub-monkeyb_ses-day392_task-listening_run-04_events.tsv
monkeyb	day394	reaching	01	61	sub-monkeyb/ses-day394/ieeg/sub-monkeyb_ses-day394_task-reaching_run-01_events.tsv
monkeyb	day394	reaching	02	62	sub-monkeyb/ses-day394/ieeg/sub-monkeyb_ses-day394_task-reaching_run-02_events.tsv
monkeyb	day402	reaching	01	19	sub-monkeyb/ses-day402/ieeg/sub-monkeyb_ses-day402_task-reaching_run-01_events.tsv
monkeyb	day402	reaching	02	44	sub-monkeyb/ses-day402/ieeg/sub-monkeyb_ses-day402_task-reaching_run-02_events.tsv
monkeyb	day402	reaching	03	60	sub-monkeyb/ses-day402/ieeg/sub-monkeyb_ses-day402_task-reaching_run-03_events.tsv
monkeyb	day406	listening	01	39	sub-monkeyb/ses-day406/ieeg/sub-monkeyb_ses-day406_task-listening_run-01_events.tsv
monkeyb	day406	listening	02	40	sub-monkeyb/ses-day406/ieeg/sub-monkeyb_ses-day406_task-listening_run-02_events.tsv
monkeyb	day406	listening	03	40	sub-monkeyb/ses-day406/ieeg/sub-monkeyb_ses-day406_task-listening_run-03_events.tsv
monkeyb	day406	listening	04	40	sub-monkeyb/ses-day406/ieeg/sub-monkeyb_ses-day406_task-listening_run-04_events.tsv
monkeyb	day408	reaching	01	62	sub-monkeyb/ses-day408/ieeg/sub-monkeyb_ses-day408_task-reaching_run-01_events.tsv
monkeyb	day408	reaching	02	60	sub-monkeyb/ses-day408/ieeg/sub-monkeyb_ses-day408_task-reaching_run-02_events.tsv
monkeyb	day413	reaching	01	60	sub-monkeyb/ses-day413/ieeg/sub-monkeyb_ses-day413_task-reaching_run-01_events.tsv
monkeyb	day413	reaching	02	6	sub-monkeyb/ses-day413/ieeg/sub-monkeyb_ses-day413_task-reaching_run-02_events.tsv
monkeyb	day413	reaching	03	60	sub-monkeyb/ses-day413/ieeg/sub-monkeyb_ses-day413_task-reaching_run-03_events.tsv
monkeyb	day420	reaching	01	57	sub-monkeyb/ses-day420/ieeg/sub-monkeyb_ses-day420_task-reaching_run-01_events.tsv
monkeyb	day420	reaching	02	61	sub-monkeyb/ses-day420/ieeg/sub-monkeyb_ses-day420_task-reaching_run-02_events.tsv
monkeyb	day422	listening	01	40	sub-monkeyb/ses-day422/ieeg/sub-monkeyb_ses-day422_task-listening_run-01_events.tsv
monkeyb	day422	listening	02	40	sub-monkeyb/ses-day422/ieeg/sub-monkeyb_ses-day422_task-listening_run-02_events.tsv
monkeyb	day422	listening	03	40	sub-monkeyb/ses-day422/ieeg/sub-monkeyb_ses-day422_task-listening_run-03_events.tsv
monkeyb	day422	listening	04	40	sub-monkeyb/ses-day422/ieeg/sub-monkeyb_ses-day422_task-listening_run-04_events.tsv
monkeyb	day427	reaching	01	40	sub-monkeyb/ses-day427/ieeg/sub-monkeyb_ses-day427_task-reaching_run-01_events.tsv
monkeyb	day427	reaching	02	21	sub-monkeyb/ses-day427/ieeg/sub-monkeyb_ses-day427_task-reaching_run-02_events.tsv
monkeyb	day427	reaching	03	60	sub-monkeyb/ses-day427/ieeg/sub-monkeyb_ses-day427_task-reaching_run-03_events.tsv
monkeyb	day43	pressing	01	4	sub-monkeyb/ses-day43/ieeg/sub-monkeyb_ses-day43_task-pressing_run-01_events.tsv
monkeyb	day43	reaching	01	11	sub-monkeyb/ses-day43/ieeg/sub-monkeyb_ses-day43_task-reaching_run-01_events.tsv
monkeyb	day43	reaching	02	32	sub-monkeyb/ses-day43/ieeg/sub-monkeyb_ses-day43_task-reaching_run-02_events.tsv
monkeyb	day43	reaching	03	35	sub-monkeyb/ses-day43/ieeg/sub-monkeyb_ses-day43_task-reaching_run-03_events.tsv
monkeyb	day434	reaching	01	60	sub-monkeyb/ses-day434/ieeg/sub-monkeyb_ses-day434_task-reaching_run-01_events.tsv
monkeyb	day434	reaching	02	60	sub-monkeyb/ses-day434/ieeg/sub-monkeyb_ses-day434_task-reaching_run-02_events.tsv
monkeyb	day435	listening	01	40	sub-monkeyb/ses-day435/ieeg/sub-monkeyb_ses-day435_task-listening_run-01_events.tsv
monkeyb	day435	listening	02	40	sub-monkeyb/ses-day435/ieeg/sub-monkeyb_ses-day435_task-listening_run-02_events.tsv
monkeyb	day435	listening	03	40	sub-monkeyb/ses-day435/ieeg/sub-monkeyb_ses-day435_task-listening_run-03_events.tsv
monkeyb	day435	listening	04	40	sub-monkeyb/ses-day435/ieeg/sub-monkeyb_ses-day435_task-listening_run-04_events.tsv
monkeyb	day441	reaching	01	57	sub-monkeyb/ses-day441/ieeg/sub-monkeyb_ses-day441_task-reaching_run-01_events.tsv
monkeyb	day441	reaching	02	61	sub-monkeyb/ses-day441/ieeg/sub-monkeyb_ses-day441_task-reaching_run-02_events.tsv
monkeyb	day448	reaching	01	60	sub-monkeyb/ses-day448/ieeg/sub-monkeyb_ses-day448_task-reaching_run-01_events.tsv
monkeyb	day448	reaching	02	59	sub-monkeyb/ses-day448/ieeg/sub-monkeyb_ses-day448_task-reaching_run-02_events.tsv
monkeyb	day45	pressing	01	116	sub-monkeyb/ses-day45/ieeg/sub-monkeyb_ses-day45_task-pressing_run-01_events.tsv
monkeyb	day450	listening	01	40	sub-monkeyb/ses-day450/ieeg/sub-monkeyb_ses-day450_task-listening_run-01_events.tsv
monkeyb	day450	listening	02	40	sub-monkeyb/ses-day450/ieeg/sub-monkeyb_ses-day450_task-listening_run-02_events.tsv
monkeyb	day450	listening	03	40	sub-monkeyb/ses-day450/ieeg/sub-monkeyb_ses-day450_task-listening_run-03_events.tsv
monkeyb	day450	listening	04	40	sub-monkeyb/ses-day450/ieeg/sub-monkeyb_ses-day450_task-listening_run-04_events.tsv
monkeyb	day455	reaching	01	24	sub-monkeyb/ses-day455/ieeg/sub-monkeyb_ses-day455_task-reaching_run-01_events.tsv
monkeyb	day455	reaching	02	33	sub-monkeyb/ses-day455/ieeg/sub-monkeyb_ses-day455_task-reaching_run-02_events.tsv
monkeyb	day455	reaching	03	59	sub-monkeyb/ses-day455/ieeg/sub-monkeyb_ses-day455_task-reaching_run-03_events.tsv
monkeyb	day463	reaching	01	62	sub-monkeyb/ses-day463/ieeg/sub-monkeyb_ses-day463_task-reaching_run-01_events.tsv
monkeyb	day463	reaching	02	60	sub-monkeyb/ses-day463/ieeg/sub-monkeyb_ses-day463_task-reaching_run-02_events.tsv
monkeyb	day464	listening	01	40	sub-monkeyb/ses-day464/ieeg/sub-monkeyb_ses-day464_task-listening_run-01_events.tsv
monkeyb	day464	listening	02	40	sub-monkeyb/ses-day464/ieeg/sub-monkeyb_ses-day464_task-listening_run-02_events.tsv
monkeyb	day464	listening	03	40	sub-monkeyb/ses-day464/ieeg/sub-monkeyb_ses-day464_task-listening_run-03_events.tsv
monkeyb	day464	listening	04	40	sub-monkeyb/ses-day464/ieeg/sub-monkeyb_ses-day464_task-listening_run-04_events.tsv
monkeyb	day465	sep	01	220	sub-monkeyb/ses-day465/ieeg/sub-monkeyb_ses-day465_task-sep_run-01_events.tsv
monkeyb	day465	sep	02	224	sub-monkeyb/ses-day465/ieeg/sub-monkeyb_ses-day465_task-sep_run-02_events.tsv
monkeyb	day468	reaching	01	62	sub-monkeyb/ses-day468/ieeg/sub-monkeyb_ses-day468_task-reaching_run-01_events.tsv
monkeyb	day468	reaching	02	61	sub-monkeyb/ses-day468/ieeg/sub-monkeyb_ses-day468_task-reaching_run-02_events.tsv
monkeyb	day475	reaching	01	61	sub-monkeyb/ses-day475/ieeg/sub-monkeyb_ses-day475_task-reaching_run-01_events.tsv
monkeyb	day475	reaching	02	60	sub-monkeyb/ses-day475/ieeg/sub-monkeyb_ses-day475_task-reaching_run-02_events.tsv
monkeyb	day478	listening	01	40	sub-monkeyb/ses-day478/ieeg/sub-monkeyb_ses-day478_task-listening_run-01_events.tsv
monkeyb	day478	listening	02	40	sub-monkeyb/ses-day478/ieeg/sub-monkeyb_ses-day478_task-listening_run-02_events.tsv
monkeyb	day478	listening	03	40	sub-monkeyb/ses-day478/ieeg/sub-monkeyb_ses-day478_task-listening_run-03_events.tsv
monkeyb	day478	listening	04	40	sub-monkeyb/ses-day478/ieeg/sub-monkeyb_ses-day478_task-listening_run-04_events.tsv
monkeyb	day483	reaching	01	52	sub-monkeyb/ses-day483/ieeg/sub-monkeyb_ses-day483_task-reaching_run-01_events.tsv
monkeyb	day483	reaching	02	16	sub-monkeyb/ses-day483/ieeg/sub-monkeyb_ses-day483_task-reaching_run-02_events.tsv
monkeyb	day483	reaching	03	38	sub-monkeyb/ses-day483/ieeg/sub-monkeyb_ses-day483_task-reaching_run-03_events.tsv
monkeyb	day483	reaching	04	24	sub-monkeyb/ses-day483/ieeg/sub-monkeyb_ses-day483_task-reaching_run-04_events.tsv
monkeyb	day490	reaching	01	61	sub-monkeyb/ses-day490/ieeg/sub-monkeyb_ses-day490_task-reaching_run-01_events.tsv
monkeyb	day490	reaching	02	60	sub-monkeyb/ses-day490/ieeg/sub-monkeyb_ses-day490_task-reaching_run-02_events.tsv
monkeyb	day492	listening	01	40	sub-monkeyb/ses-day492/ieeg/sub-monkeyb_ses-day492_task-listening_run-01_events.tsv
monkeyb	day492	listening	02	40	sub-monkeyb/ses-day492/ieeg/sub-monkeyb_ses-day492_task-listening_run-02_events.tsv
monkeyb	day492	listening	03	40	sub-monkeyb/ses-day492/ieeg/sub-monkeyb_ses-day492_task-listening_run-03_events.tsv
monkeyb	day492	listening	04	40	sub-monkeyb/ses-day492/ieeg/sub-monkeyb_ses-day492_task-listening_run-04_events.tsv
monkeyb	day497	reaching	01	60	sub-monkeyb/ses-day497/ieeg/sub-monkeyb_ses-day497_task-reaching_run-01_events.tsv
monkeyb	day497	reaching	02	61	sub-monkeyb/ses-day497/ieeg/sub-monkeyb_ses-day497_task-reaching_run-02_events.tsv
monkeyb	day499	listening	01	40	sub-monkeyb/ses-day499/ieeg/sub-monkeyb_ses-day499_task-listening_run-01_events.tsv
monkeyb	day499	listening	02	40	sub-monkeyb/ses-day499/ieeg/sub-monkeyb_ses-day499_task-listening_run-02_events.tsv
monkeyb	day499	listening	03	40	sub-monkeyb/ses-day499/ieeg/sub-monkeyb_ses-day499_task-listening_run-03_events.tsv
monkeyb	day499	listening	04	40	sub-monkeyb/ses-day499/ieeg/sub-monkeyb_ses-day499_task-listening_run-04_events.tsv
monkeyb	day50	listening	01	40	sub-monkeyb/ses-day50/ieeg/sub-monkeyb_ses-day50_task-listening_run-01_events.tsv
monkeyb	day50	listening	02	38	sub-monkeyb/ses-day50/ieeg/sub-monkeyb_ses-day50_task-listening_run-02_events.tsv
